date,nav,amfi_code,scheme_name
28-01-2026,177.13120,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
27-01-2026,175.96280,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-01-2026,175.08180,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
22-01-2026,176.76840,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-01-2026,175.84460,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-01-2026,176.36950,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-01-2026,178.83670,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-01-2026,179.60020,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
14-01-2026,179.29310,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-01-2026,179.76020,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-01-2026,180.16590,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-01-2026,179.42180,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-01-2026,180.77540,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-01-2026,182.61990,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
06-01-2026,182.88620,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
05-01-2026,183.38760,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
02-01-2026,183.93740,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
01-01-2026,182.66760,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
31-12-2025,182.55060,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
30-12-2025,181.21880,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
29-12-2025,181.24420,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
26-12-2025,181.94750,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-12-2025,182.64690,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-12-2025,182.89280,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
22-12-2025,182.86060,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-12-2025,181.42460,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-12-2025,180.37140,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-12-2025,180.39350,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-12-2025,180.68510,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
15-12-2025,181.85440,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-12-2025,181.99500,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-12-2025,180.95940,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
10-12-2025,179.97840,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-12-2025,180.55000,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-12-2025,181.39590,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
05-12-2025,182.97730,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-12-2025,181.91180,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-12-2025,181.57890,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
02-12-2025,181.90280,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
01-12-2025,182.90280,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-11-2025,183.09200,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
27-11-2025,183.17770,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
26-11-2025,183.10350,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-11-2025,180.86240,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-11-2025,181.38270,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-11-2025,182.14000,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-11-2025,183.00360,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-11-2025,182.02660,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-11-2025,181.03190,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-11-2025,181.75210,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
14-11-2025,181.03270,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-11-2025,180.81890,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-11-2025,180.79640,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-11-2025,179.53650,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
10-11-2025,178.69520,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-11-2025,178.09380,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
06-11-2025,178.16030,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-11-2025,178.77600,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-11-2025,179.93240,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
31-10-2025,179.64740,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
30-10-2025,180.73510,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
29-10-2025,181.96450,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-10-2025,181.14400,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
27-10-2025,181.35290,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-10-2025,180.03720,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-10-2025,180.70960,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-10-2025,180.37510,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-10-2025,179.43310,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-10-2025,178.54520,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
15-10-2025,176.71980,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
14-10-2025,175.46090,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-10-2025,176.03280,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
10-10-2025,176.44040,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-10-2025,175.71880,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-10-2025,174.77340,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-10-2025,175.20890,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
06-10-2025,174.99610,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-10-2025,173.71870,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
01-10-2025,173.31630,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
30-09-2025,171.74580,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
26-09-2025,172.06600,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-09-2025,173.71520,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-09-2025,174.87480,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-09-2025,175.66150,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
22-09-2025,175.89140,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-09-2025,176.76430,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-09-2025,177.43880,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-09-2025,176.78840,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-09-2025,176.15330,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
15-09-2025,174.96880,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-09-2025,175.28350,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-09-2025,174.52730,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
10-09-2025,174.30230,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-09-2025,173.57410,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-09-2025,172.90830,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
05-09-2025,172.68690,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-09-2025,172.64090,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-09-2025,172.47560,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
02-09-2025,171.53180,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
01-09-2025,171.84980,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
29-08-2025,170.47060,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-08-2025,170.98750,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
26-08-2025,172.46060,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-08-2025,174.24400,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
22-08-2025,173.56560,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-08-2025,175.05560,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-08-2025,174.80690,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-08-2025,174.32070,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-08-2025,173.58860,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
14-08-2025,171.88010,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-08-2025,171.73530,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-08-2025,170.81690,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-08-2025,171.37160,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-08-2025,169.82940,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-08-2025,171.43790,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
06-08-2025,171.28630,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
05-08-2025,171.79170,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-08-2025,172.30220,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
01-08-2025,171.21160,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
31-07-2025,172.58080,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
30-07-2025,173.18390,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
29-07-2025,172.94960,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-07-2025,171.97700,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-07-2025,173.04130,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-07-2025,174.53180,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-07-2025,175.61480,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
22-07-2025,174.51280,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-07-2025,174.72060,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-07-2025,173.87480,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-07-2025,174.77620,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-07-2025,175.47510,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
15-07-2025,175.34630,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
14-07-2025,174.55960,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-07-2025,175.03110,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
10-07-2025,176.45070,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-07-2025,177.28280,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-07-2025,177.60580,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-07-2025,177.17130,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-07-2025,177.16300,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-07-2025,176.73320,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
02-07-2025,177.06770,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
01-07-2025,177.68230,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
30-06-2025,177.51150,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
27-06-2025,178.35140,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
26-06-2025,177.46620,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-06-2025,175.35870,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-06-2025,173.97030,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-06-2025,173.46910,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-06-2025,174.41200,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-06-2025,172.19940,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-06-2025,172.33060,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-06-2025,172.61810,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-06-2025,173.26390,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-06-2025,171.68780,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-06-2025,172.85510,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-06-2025,174.60820,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
10-06-2025,174.35160,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-06-2025,174.33110,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
06-06-2025,173.64010,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
05-06-2025,171.89410,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-06-2025,170.98970,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-06-2025,170.38590,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
02-06-2025,171.53060,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
30-05-2025,171.77150,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
29-05-2025,172.20800,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-05-2025,171.63850,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
27-05-2025,172.03830,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
26-05-2025,173.25130,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-05-2025,172.22860,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
22-05-2025,170.54340,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-05-2025,171.95550,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-05-2025,171.05930,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-05-2025,172.87350,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-05-2025,173.39100,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
15-05-2025,173.59120,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
14-05-2025,170.85510,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-05-2025,170.24320,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-05-2025,172.64400,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-05-2025,166.29450,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-05-2025,168.13110,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-05-2025,169.10620,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
06-05-2025,168.86620,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
05-05-2025,169.43160,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
02-05-2025,168.64150,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
30-04-2025,168.55680,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
29-04-2025,168.56970,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-04-2025,168.51900,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-04-2025,166.48920,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-04-2025,167.92630,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
23-04-2025,168.49660,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
22-04-2025,167.37740,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-04-2025,167.08950,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-04-2025,165.19540,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
16-04-2025,162.32600,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
15-04-2025,161.57420,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-04-2025,158.11500,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
09-04-2025,155.14260,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
08-04-2025,156.09010,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-04-2025,153.49790,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-04-2025,158.64680,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-04-2025,161.04140,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
02-04-2025,161.61170,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
01-04-2025,160.45780,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
31-03-2025,162.90780,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-03-2025,162.90880,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
27-03-2025,163.41570,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
26-03-2025,162.69770,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-03-2025,163.95940,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-03-2025,163.88850,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-03-2025,161.75810,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-03-2025,160.65130,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-03-2025,158.69210,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-03-2025,158.18490,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-03-2025,155.93190,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-03-2025,155.16210,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-03-2025,155.67080,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-03-2025,155.86130,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
10-03-2025,155.59360,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
07-03-2025,156.23460,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
06-03-2025,156.17990,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
05-03-2025,154.74460,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
04-03-2025,152.98220,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
03-03-2025,153.23690,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
28-02-2025,153.27710,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
27-02-2025,156.18830,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
25-02-2025,156.20720,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
24-02-2025,156.24810,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
21-02-2025,157.92890,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
20-02-2025,158.74120,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
19-02-2025,158.87890,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
18-02-2025,158.96560,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
17-02-2025,159.06460,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
14-02-2025,158.85780,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
13-02-2025,159.56390,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
12-02-2025,159.66040,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
11-02-2025,159.75160,120716,UTI Nifty 50 Index Fund - Growth Option- Direct
